transaction_id,customer_id,customer_email,customer_country,product_category,product_name,unit_price,quantity,discount_applied,final_amount,payment_method,order_status,order_date,shipping_address
TRX-53041,c2fda931-9780-4975-a3a0-0456f4550e96,huntermitchell@example.org,South Georgia and the South Sandwich Islands,Electronics,Diverse asymmetric success,331.82,1,0.0,331.82,Credit Card,Cancelled,2025-08-17 08:00:00,"9014 Richard Plaza Suite 472, Singhmouth, TN 02763"
TRX-53042,ba360376-a11f-42fa-a26c-f432ebc2ddfe,meyersmelissa@example.net,Anguilla,,Ameliorated 6thgeneration challenge,1368.84,4,579.86,4895.5,PayPal,Completed,2025-07-13 23:00:00,"18025 Christy Wall Suite 929, West Virginiaside, CA 92391"
TRX-53043,ca9924d9-913f-4fb7-9b87-37503cc53033,angeljohnson@example.org,Solomon Islands,Clothing,Enhanced systemic model,1070.68,3,0.0,3212.04,Gift Card,Cancelled,2025-05-31 23:00:00,"6112 Nelson Radial, Stewartfurt, NE 79170"
TRX-53044,350c11a6-229e-44f8-b3d2-b7ae06bd52e8,martinezmathew@example.com,Jamaica,Home & Garden,Multi-tiered global data-warehouse,1214.65,5,402.24,5671.01,PayPal,Refunded,2025-10-06 00:00:00,"2216 Sims Springs Apt. 889, North Christineburgh, NJ 17948"
TRX-53045,9e822939-73b2-4390-8139-715cba97d2eb,brittanymurphy@example.com,Armenia,Books,Inverse even-keeled attitude,179.05,4,0.0,716.2,Credit Card,Refunded,2025-02-18 14:00:00,"07568 Mercado Field, New Norma, OH 33406"
TRX-53046,87210ed4-0cab-473e-8ce8-0fc50d15bbe1,santiagodonald@example.com,Saudi Arabia,Toys,Phased analyzing instruction set,413.43,5,125.83,1941.32,Gift Card,Pending,2025-09-26 01:00:00,"6231 Thompson Mill Apt. 861, East Michaelton, OH 65616"
TRX-53047,2ec45283-95dc-41ef-9525-f0fdea2e0b04,alexander76@example.com,Japan,Books,Realigned intangible website,767.91,2,0.0,1535.82,Credit Card,Refunded,2025-10-02 23:00:00,"USNV Hines, FPO AA 34208"
TRX-53048,65fa28f9-c483-4eb5-8a17-693e86950a75,lozanokimberly@example.net,Martinique,Toys,Team-oriented responsive structure,216.52,3,0.0,649.56,Gift Card,Completed,2025-12-13 19:00:00,"311 Taylor Streets, New Ashley, ND 76381"
TRX-53049,7d07796e-07e6-4e67-9a59-5325a0f9a69a,tonyafrost@example.net,Kazakhstan,Toys,Persevering high-level help-desk,904.52,3,0.0,2713.56,PayPal,Refunded,2025-10-13 17:00:00,"347 Fox Walk, North Larryhaven, MT 55263"
TRX-53050,43a7c608-b4fd-43e6-83f9-700f8e9dfc81,ianmccoy@example.org,Albania,Toys,Monitored holistic encoding,888.53,5,0.0,4442.65,Bank Transfer,Completed,2025-08-09 08:00:00,"243 Carolyn Ferry, Brittanyville, FL 42249"
TRX-53051,60e99937-0450-4fae-a14d-f00e2f43617a,paynealexandra@example.org,Azerbaijan,Clothing,Centralized impactful collaboration,919.96,3,0.0,2759.88,Credit Card,Pending,2025-02-28 16:00:00,"6437 Phillips Branch Apt. 266, South Jordanland, VI 60720"
TRX-53052,2ba7378d-63f1-48f3-bf62-157dd4717d24,zunigamichael@example.org,South Africa,Electronics,Future-proofed explicit definition,193.5,4,39.84,734.16,PayPal,Pending,2025-08-22 19:00:00,"89415 Mitchell Via Apt. 997, Parksfurt, GU 10757"
TRX-53053,62d772a1-a53a-4a5f-8f90-9991c7b2223a,mark53@example.net,Moldova,Sports,Profit-focused incremental hardware,1107.8,1,0.0,1107.8,Gift Card,Refunded,2025-06-18 06:00:00,"3982 Garcia Lake, Sullivanborough, PW 79884"
TRX-53054,042ded99-32b5-46f4-b6af-1824f69c7c16,vstone@example.com,Central African Republic,Toys,Digitized directional hub,1246.61,4,0.0,4986.44,PayPal,Pending,2025-12-25 10:00:00,"68236 Emily Corner, West Steven, IN 93121"
TRX-53055,d974ebd8-a062-47e0-9fd0-8d40dc4359f3,williamscrystal@example.org,Turkmenistan,Books,Persistent well-modulated Internet solution,1246.97,3,659.63,3081.28,Gift Card,Cancelled,2025-11-17 14:00:00,"53023 Ward Landing, Lake Nicoleburgh, MO 32197"
TRX-53056,ccb2a37a-c507-4d7a-a13d-a1184f06c5cb,nancy03@example.com,Bahamas,Electronics,Right-sized high-level emulation,631.72,1,143.93,487.79,,Pending,2025-12-13 13:00:00,"58820 Montgomery Stravenue, New Julia, HI 94358"
TRX-53057,dab199b5-dde7-4450-9a1a-a497559610c8,maureen86@example.com,Vietnam,Toys,Customizable demand-driven hierarchy,261.48,5,342.34,965.06,Gift Card,Cancelled,2025-11-19 03:00:00,"498 West Summit Apt. 712, Murphyview, OR 48082"
TRX-53058,5c6a7db0-975d-42d4-82d6-7da1bfdcc11f,donald50@example.net,India,Home & Garden,Future-proofed composite hierarchy,521.49,5,282.25,2325.2,Gift Card,Pending,2025-06-24 03:00:00,"8230 Luis Roads Apt. 492, Bakermouth, UT 90586"
TRX-53059,b72fbf8f-8ed8-43f2-aa9b-a3f91a482945,daniellemartin@example.com,Egypt,Home & Garden,User-centric bandwidth-monitored methodology,517.77,4,0.0,2071.08,PayPal,Cancelled,2025-04-25 17:00:00,"2271 Kelly Hollow, South Brandonmouth, ND 27145"
TRX-53060,ab809397-0ebb-4258-a7db-718141f3b591,batesbrian@example.com,Netherlands Antilles,Toys,Right-sized optimizing Local Area Network,960.37,2,0.0,1920.74,Gift Card,Refunded,2025-11-03 10:00:00,"11136 Rebecca Rapid, South Davidland, DE 73606"
TRX-53061,7186c358-dcee-4b34-b8e3-7987dcad6b40,kleach@example.net,Brunei Darussalam,Books,De-engineered next generation functionalities,822.19,3,0.0,2466.57,Gift Card,Cancelled,2025-03-31 17:00:00,"9330 Hopkins Camp Suite 185, Silvafurt, CO 62348"
TRX-53062,2766d524-73ed-470b-9a0e-e5641336c1d0,xlane@example.com,Kuwait,Sports,Function-based bottom-line emulation,158.26,1,0.0,158.26,Credit Card,Pending,2025-10-09 02:00:00,"39705 Brandon Oval, North Zacharybury, IL 06166"
TRX-53063,c13e929e-503f-4449-8d9d-d8f2671eaf0a,stevenbrown@example.net,Uruguay,Toys,Reduced system-worthy encoding,897.4,3,743.52,1948.68,Credit Card,Cancelled,2025-04-05 01:00:00,"3181 Melissa Flat Suite 440, Josephfort, AR 58641"
TRX-53064,2c5f5a7f-a98f-4b56-a531-d3491be26f8d,jamesrodriguez@example.org,Cocos (Keeling) Islands,Electronics,Customizable value-added capability,1267.25,5,696.87,5639.38,Gift Card,Refunded,2025-10-01 02:00:00,"6917 Jessica Neck, Sanchezville, TN 87807"
TRX-53065,1de61c35-2522-414b-878e-6a5fa3539d7a,micheal44@example.net,Czech Republic,Clothing,Reduced non-volatile middleware,1144.77,5,1495.22,4228.63,PayPal,Cancelled,2025-12-05 06:00:00,"0532 Vincent Hill, Carterfort, WV 42687"
TRX-53066,bab25b14-72fa-483a-b854-fb8c252e52da,martingregory@example.net,Ghana,Sports,Self-enabling encompassing forecast,264.58,5,76.96,1245.94,,Pending,2025-03-31 04:00:00,"733 Rodriguez Lights Apt. 321, Lake Lori, MP 18521"
TRX-53067,53858b96-2abd-44ff-be2a-fe7f40924c54,williamreilly@example.com,Cameroon,Electronics,Face-to-face eco-centric structure,98.09,4,100.69,291.67,PayPal,Completed,2025-01-25 06:00:00,"9214 Karen Streets, South Luisland, VT 91891"
TRX-53068,daf7609c-38e3-471e-847e-5707520b2fae,gomezjason@example.com,Isle of Man,Clothing,Progressive solution-oriented architecture,714.05,3,163.34,1978.81,Gift Card,Refunded,2025-02-07 08:00:00,"532 Taylor Corners Apt. 977, North Jennifer, KS 11498"
TRX-53069,a4118ad2-46ee-4da9-a470-cb6d9a814e33,kellycherry@example.net,Iceland,Books,Cross-platform coherent database,1356.16,2,776.46,1935.86,Gift Card,Completed,2025-06-27 11:00:00,"8579 Joshua Mountain, New Kaylamouth, NM 28299"
TRX-53070,c2c2b0f2-98d9-4c64-a78e-56c3fd7a5cfd,seth88@example.com,India,Home & Garden,Grass-roots 24hour support,522.15,4,0.0,2088.6,PayPal,Cancelled,2025-02-16 10:00:00,"20153 Johnson Islands Apt. 274, Morganbury, NH 94106"
TRX-53071,ebc6fc1d-a79e-4948-822e-3b09fb67a6c9,ginawilkinson@example.org,Norway,Sports,Assimilated radical success,1214.66,2,0.0,2429.32,Bank Transfer,Refunded,2025-12-10 22:00:00,"0622 Elizabeth Creek Suite 319, West Lindseyfurt, ND 11568"
TRX-53072,1aab64af-c132-41bf-915e-f22927cbcd90,,Mexico,Home & Garden,Reduced eco-centric neural-net,709.53,1,0.0,709.53,Bank Transfer,Completed,2025-03-02 17:00:00,"87430 Weaver Throughway, Melissafort, AS 96736"
TRX-53073,dbe23df8-3aa6-4d58-b108-f9f1a8cc5912,smithcarol@example.org,Korea,Books,Integrated systematic core,272.36,4,0.0,1089.44,Bank Transfer,Refunded,2025-05-09 08:00:00,"0589 Angela Isle, East Patricia, TN 56079"
TRX-53074,5d322b61-891f-4f3d-8297-b68b77c2edd9,davischristopher@example.net,Croatia,Home & Garden,Right-sized empowering circuit,419.19,1,0.0,419.19,Gift Card,Cancelled,2025-10-25 18:00:00,"USS Murray, FPO AE 77042"
TRX-53075,784ad2c1-ceee-4c39-938d-9b3eaaf138bc,harrisdavid@example.org,Solomon Islands,Clothing,Proactive radical moderator,223.36,3,35.82,634.26,Gift Card,Cancelled,2025-06-21 19:00:00,"6053 Melissa Crossroad, Joeburgh, NH 92782"
TRX-53076,9c737017-8482-40c0-a616-7834e7617ecf,deanna41@example.com,Hong Kong,Home & Garden,Vision-oriented didactic archive,1093.01,5,0.0,5465.05,PayPal,Refunded,2025-05-01 07:00:00,"912 Diaz Falls, Lake Brenda, AZ 36416"
TRX-53077,a54dda4c-1a55-4519-aef9-a61eb87f501f,richardfoster@example.net,Vanuatu,Books,Advanced intangible time-frame,1028.51,5,0.0,5142.55,PayPal,Pending,2025-12-20 06:00:00,"682 Greg Field Apt. 106, Amandafort, NH 78892"
TRX-53078,28a0dc0d-e293-4f45-a8cc-44b596dfb86f,jamescarter@example.com,Tunisia,Electronics,Face-to-face foreground budgetary management,1333.06,2,231.99,2434.13,PayPal,Completed,2025-06-06 10:00:00,"064 Hurley Cove, Theresaberg, FM 25189"
TRX-53079,b6b720a6-8caf-47d8-861d-d48c6897db56,rwatson@example.org,Namibia,Home & Garden,User-centric high-level moratorium,409.61,5,0.0,2048.05,Bank Transfer,Refunded,2025-08-11 22:00:00,"299 Marshall Mews, Michaelton, HI 53580"
TRX-53080,49085b28-c2bc-45ab-a518-0da994bdce17,justin55@example.org,Falkland Islands (Malvinas),Clothing,Open-architected bifurcated benchmark,972.89,2,0.0,1945.78,Gift Card,Completed,2025-05-29 07:00:00,"PSC 4815, Box 5352, APO AA 33804"
TRX-53081,bb8b0f40-e050-4657-8440-66a26f89b9ef,qclark@example.org,Greece,Sports,Right-sized 24/7 moderator,1004.4,3,0.0,3013.2,Bank Transfer,Cancelled,2025-06-30 15:00:00,"943 Megan Valleys, West Bruce, VI 11754"
TRX-53082,ef0299bb-246f-4ac9-ae2f-59808b3daf15,huntjoshua@example.org,Japan,Home & Garden,Configurable full-range data-warehouse,222.63,2,96.13,349.13,Gift Card,Cancelled,2025-12-11 08:00:00,"PSC 4672, Box 3739, APO AE 37486"
TRX-53083,dae16501-cc70-4538-bc72-f0fdbb6bd988,tylerwoodard@example.com,Svalbard & Jan Mayen Islands,Sports,Automated web-enabled secured line,401.15,1,0.0,401.15,Credit Card,Refunded,2025-09-26 12:00:00,"934 Burns Valleys Suite 365, Mendezmouth, FM 35662"
TRX-53084,34961a56-91c3-4110-9c1f-7df7b196655d,jerome91@example.net,Timor-Leste,Toys,Optional empowering hardware,834.65,1,0.0,834.65,Credit Card,Cancelled,2025-08-25 22:00:00,"55736 Gilbert Plain Apt. 756, Rogerfort, MS 14210"
TRX-53085,cf677a69-3348-4151-82ee-315fc31c9019,evan75@example.com,Somalia,Toys,Team-oriented 24/7 synergy,1159.21,5,1328.41,4467.64,Credit Card,Cancelled,2025-11-04 08:00:00,"9838 Michael Branch Suite 475, Annemouth, WA 05260"
TRX-53086,5a64d9d5-6816-4506-92bb-4e3c2f7a6479,vshort@example.net,Montserrat,,Multi-channeled exuding moratorium,613.06,4,0.0,2452.24,PayPal,Cancelled,2025-11-07 09:00:00,"PSC 4836, Box 0224, APO AP 11519"
TRX-53087,e69b506f-3579-4f1c-bc96-1af457328040,ecarter@example.com,France,Books,Public-key user-facing intranet,1217.23,1,0.0,1217.23,Gift Card,Completed,2025-06-04 19:00:00,"820 Wilson Crossing Suite 596, Port Daniel, GU 98336"
TRX-53088,af0b4864-e178-4850-b9ea-5e8a3d602455,michaelcarroll@example.org,Saint Vincent and the Grenadines,Electronics,Reverse-engineered bandwidth-monitored complexity,931.07,3,280.51,2512.7,PayPal,Refunded,2025-11-08 12:00:00,"4262 Chad Cove, Port Ryanshire, PW 26455"
TRX-53089,0ff57cb2-fbbf-409d-88fe-b8145983022d,sanderson@example.net,Lebanon,Books,Switchable client-driven installation,1391.87,3,0.0,4175.61,Bank Transfer,Pending,2025-11-10 05:00:00,"9569 Sanchez Station, Lake Michaelmouth, AL 17260"
TRX-53090,3d2db13b-91cc-486f-b24f-6d5fdd74d0b0,mariamaddox@example.com,Guatemala,Home & Garden,Robust real-time system engine,352.39,3,118.11,939.06,Credit Card,Pending,2025-01-01 19:00:00,"8495 Horton Inlet, Allenfurt, SC 84871"
TRX-53091,a4e9341f-e324-41b2-961d-b8ef957ade79,elizabethjackson@example.net,Cayman Islands,Home & Garden,Business-focused incremental flexibility,602.87,1,121.7,481.17,PayPal,Pending,2025-07-28 02:00:00,"218 Robert Garden, North Cheryl, OR 97009"
TRX-53092,a2e6ce32-6281-480f-8f7c-a8aabcc35d4c,staceynichols@example.net,New Zealand,Toys,Open-architected local Internet solution,118.47,3,0.0,355.41,PayPal,Completed,2025-10-15 22:00:00,"73469 Jeffery Spur, Reeseton, MA 61569"
TRX-53093,42c9912b-2212-44ac-a307-cda52cbf465f,emartin@example.org,Trinidad and Tobago,Electronics,Focused multi-tasking throughput,118.19,2,0.0,236.38,Bank Transfer,Pending,2025-06-08 09:00:00,"4490 Mitchell Path, Lowechester, DC 24549"
TRX-53094,ec0b4f7e-abec-435f-b9a3-6691fc8af714,andrewcarr@example.net,Thailand,Sports,Decentralized actuating productivity,286.56,3,0.0,859.68,PayPal,Completed,2025-07-18 12:00:00,"0197 Anna Highway Apt. 190, Lake Justin, FM 52786"
TRX-53095,2086ffad-4301-46fd-b524-786a62b91ba2,cassandragregory@example.net,Saint Vincent and the Grenadines,Electronics,Synergized leadingedge open architecture,618.07,5,0.0,3090.35,PayPal,Pending,2025-05-04 08:00:00,"6079 Holly Greens Suite 938, Christopherberg, GU 79548"
TRX-53096,2fb6bd73-b807-455e-92a1-bf0bc1610373,ppatton@example.net,Fiji,Home & Garden,Visionary context-sensitive encryption,990.47,5,0.0,4952.35,PayPal,Cancelled,2025-07-09 23:00:00,"165 Anderson Camp, Port Joshuaport, PA 34965"
TRX-53097,ea4f24f3-8bc3-4496-800c-2ef839b10d1b,christopher42@example.org,Guatemala,Home & Garden,Seamless asynchronous initiative,555.41,2,0.0,1110.82,Bank Transfer,Refunded,2025-08-16 23:00:00,"992 Stout Port, Rodriguezview, ME 18542"
TRX-53098,4f3467af-9f27-4980-bfca-43f72719fb6b,xrivera@example.com,South Africa,Electronics,Secured needs-based application,449.48,2,85.93,813.03,Gift Card,Completed,2025-01-10 14:00:00,"5935 Brenda Valleys Suite 346, Jenniferville, MS 25701"
TRX-53099,745baff7-54eb-44a9-ad9d-b6cf3a3c3a36,michelebeltran@example.net,Seychelles,Electronics,Multi-channeled disintermediate emulation,614.15,5,0.0,3070.75,Bank Transfer,Refunded,2025-10-09 04:00:00,"22197 Michael Tunnel, East Trevor, NE 22859"
TRX-53100,be289bb9-3e69-4696-ba9c-96fb821b5c95,woodmatthew@example.org,Nigeria,Sports,Horizontal contextually-based toolset,566.84,4,476.09,1791.27,Bank Transfer,Refunded,2025-05-31 07:00:00,"1204 Acevedo Crossing, Lunaberg, WY 21071"
TRX-53101,a77e94b9-7c82-46b6-875c-4d17380a35a1,patriciarobbins@example.org,Uruguay,Books,Business-focused uniform open architecture,34.97,5,0.0,174.85,Gift Card,Refunded,2025-03-09 01:00:00,"5544 Webster Harbors, Loriland, MI 24494"
TRX-53102,655fbe4a-cbac-4b65-a8ea-886cfc37829c,kimberly15@example.com,Jersey,Electronics,Public-key global access,853.67,4,899.16,2515.52,Credit Card,Cancelled,2025-11-02 18:00:00,"81666 Jenkins Shoals Suite 852, Watersmouth, VT 67724"
TRX-53103,dae8333f-e768-4dd5-951e-ccd097d209c6,herringpaul@example.org,Heard Island and McDonald Islands,Home & Garden,User-friendly upward-trending infrastructure,1041.78,1,0.0,1041.78,Credit Card,Completed,2025-04-13 03:00:00,"248 Washington Square, Port Denise, HI 79829"
TRX-53104,a46c72c9-9e1d-4afb-ab67-827511a3dda7,ofoster@example.net,Libyan Arab Jamahiriya,Clothing,Programmable high-level challenge,225.35,2,100.38,350.32,Bank Transfer,Pending,2025-01-29 13:00:00,"9954 Bennett Key Suite 530, North Brian, NJ 09698"
TRX-53105,cdc530aa-60a2-453f-a567-b18e46cae769,esutton@example.com,Greece,Toys,Team-oriented zero tolerance circuit,1471.27,3,0.0,4413.81,Gift Card,Pending,2025-04-13 02:00:00,"807 Angelica Forges Suite 009, Ochoabury, KS 50123"
TRX-53106,71c2b7d0-8bc0-4ef3-a11b-11f6843feefd,edwardsmichael@example.com,Kuwait,Books,Re-engineered full-range definition,1311.9,3,1107.17,2828.53,Bank Transfer,Refunded,2025-05-14 06:00:00,"0285 Gerald Ways Apt. 485, Mcdonaldberg, CT 82269"
TRX-53107,0d362a4a-7cb4-446a-b90f-55a702605936,ellisjasmine@example.net,Montserrat,Electronics,Monitored web-enabled service-desk,828.09,3,546.04,1938.23,PayPal,Cancelled,2025-07-02 00:00:00,"04668 Robert Mews, Port Richard, OH 56231"
TRX-53108,e4391000-abcb-4f98-8c38-a9822e6e431a,ebates@example.net,Uzbekistan,Clothing,Reactive directional toolset,883.92,4,0.0,3535.68,Bank Transfer,Refunded,2025-12-13 15:00:00,"5140 Morris Vista, West Larryville, AS 12235"
TRX-53109,028e04cc-6400-4998-a6c5-bb3dec098253,chencharles@example.net,Turkey,Clothing,Persevering demand-driven hub,48.74,4,5.59,189.37,PayPal,Cancelled,2025-09-21 09:00:00,"679 Robert Motorway, South Michelle, MS 64471"
TRX-53110,1ddb238e-c8c8-40c7-9530-cb273e74c54c,heather57@example.com,Bermuda,Books,Intuitive 6thgeneration application,855.23,1,0.0,855.23,PayPal,Cancelled,2025-09-22 23:00:00,"905 Pena Loop, Lake Kenneth, VI 25149"
TRX-53111,ef372781-dfb2-43ef-aab7-ba7a0236708f,derekcruz@example.net,British Indian Ocean Territory (Chagos Archipelago),Home & Garden,Re-contextualized uniform product,696.97,1,127.86,569.11,Credit Card,Completed,2025-02-03 16:00:00,"37859 George Spurs Apt. 924, Lake Steven, FL 57488"
TRX-53112,9037d22b-649d-426a-ad4a-1e06f1350b4d,jparks@example.net,American Samoa,Electronics,Decentralized composite model,1455.61,3,126.67,4240.16,Bank Transfer,Cancelled,2025-07-09 13:00:00,"PSC 7183, Box 8319, APO AE 31438"
TRX-53113,b006aa76-03b9-4ba5-9ead-14e65ab9ce9e,grantmelinda@example.net,Iran,Toys,Programmable background model,755.16,2,0.0,1510.32,PayPal,Cancelled,2025-03-06 22:00:00,"3311 Dean Spur, Huberfurt, NE 11172"
TRX-53114,0fa7719d-2ccc-418e-b1d6-029ef55c40bc,lauren41@example.com,Argentina,Books,Stand-alone reciprocal approach,342.19,1,0.0,342.19,Bank Transfer,Refunded,2025-02-27 03:00:00,"476 Palmer Fork Apt. 455, Swansonburgh, RI 86219"
TRX-53115,af7e9fd3-cacc-4db1-8509-89b4e7760767,lori25@example.net,Nepal,Toys,Function-based eco-centric success,981.19,1,0.0,981.19,PayPal,Completed,2025-12-09 20:00:00,"752 Blackburn Forks, Gardnertown, WY 69361"
TRX-53116,ffd120c2-709d-463a-b524-661720ddf42d,davidmartinez@example.net,Syrian Arab Republic,Clothing,Reduced tertiary productivity,712.53,2,141.48,1283.58,PayPal,Refunded,2025-09-14 22:00:00,"353 Sanchez Ports Apt. 168, East Madison, CO 38074"
TRX-53117,865b4364-08c6-41d2-98e0-81e43e8ca89c,douglasamy@example.com,Morocco,Toys,Virtual mission-critical Graphic Interface,612.33,1,40.45,571.88,Credit Card,Pending,2025-02-16 09:00:00,"4138 Houston Views Apt. 316, East Melissa, CO 57653"
TRX-53118,389b3929-7b32-4332-b8ef-6d85b612f57e,daniel69@example.com,Sudan,Home & Garden,Face-to-face regional neural-net,762.71,5,0.0,3813.55,Credit Card,Cancelled,2025-11-07 09:00:00,"639 Gray Radial Apt. 996, Campbellburgh, UT 35922"
TRX-53119,bad06ac3-f6ad-4c5a-ad0d-feb82a15b719,william64@example.net,Guinea,Toys,Horizontal foreground leverage,212.15,1,2.06,210.09,Credit Card,Pending,2025-01-13 22:00:00,"04970 Rodriguez Wells, West Justinstad, IA 14389"
TRX-53120,b2792062-694b-4926-9c3e-cec1e18ddf3d,ascott@example.net,Croatia,Sports,Inverse 24hour monitoring,128.86,2,0.0,257.72,Bank Transfer,Completed,2025-10-29 04:00:00,"315 Wendy Fields Apt. 749, North Brendatown, DC 04944"
TRX-53121,8d2c4e81-cdbb-4476-bb91-9fd8a27ecaf5,mullinstimothy@example.org,Algeria,Home & Garden,Object-based interactive paradigm,1194.85,5,0.0,5974.25,,Refunded,2025-11-06 04:00:00,"91692 Cooper Inlet Apt. 975, Tinamouth, VA 06846"
TRX-53122,82c6f73b-020f-4e49-804b-54541abbe68f,,Falkland Islands (Malvinas),Books,Function-based dedicated synergy,572.23,1,0.0,572.23,Gift Card,Pending,2025-06-06 16:00:00,"685 Brown Walks, Brandonberg, AL 81179"
TRX-53123,32c79325-d623-4191-ae6e-d6a5bbb0aaef,asmith@example.org,Wallis and Futuna,Home & Garden,Integrated fresh-thinking ability,936.71,1,169.73,766.98,Bank Transfer,Cancelled,2025-10-16 11:00:00,"PSC 8185, Box 0600, APO AA 30589"
TRX-53124,80dd396d-9c93-4a2e-998e-8065ad6a2072,andrewlucas@example.org,Moldova,Home & Garden,Distributed background intranet,777.54,4,638.13,2472.03,Bank Transfer,Completed,2025-05-16 08:00:00,"61499 Turner Camp, North Sarahmouth, MS 45991"
TRX-53125,3cfa2c8f-cb6d-45ab-8b5f-bf227cf67eb4,masonmills@example.org,Holy See (Vatican City State),Electronics,Fully-configurable radical instruction set,722.26,2,0.0,1444.52,PayPal,Pending,2025-04-30 05:00:00,"1856 Timothy Walks Apt. 406, Dawnside, MA 37981"
TRX-53126,576d3a37-0f57-4c96-a2c3-f524e5b4591e,kennethwang@example.org,Turks and Caicos Islands,Clothing,Optimized tertiary groupware,71.23,3,0.0,213.69,Bank Transfer,Pending,2025-09-17 12:00:00,"40257 John Parkways, New Kennethberg, NH 68701"
TRX-53127,2f54407d-64be-4241-ab45-ba494b130560,jhart@example.net,Austria,Sports,Versatile high-level capability,341.23,3,76.17,947.52,Gift Card,Cancelled,2025-03-05 22:00:00,"698 Dennis Parkways, New Grantview, WA 00538"
TRX-53128,1ec3290e-6da3-4af5-8513-56b8fb469207,evanssarah@example.net,Reunion,Electronics,Multi-layered empowering open architecture,396.98,5,529.77,1455.13,Credit Card,Pending,2025-10-01 13:00:00,"PSC 7676, Box 0138, APO AP 26564"
TRX-53129,23a59a5f-a6bd-46c4-9623-bbfbcb5d8911,ostevenson@example.org,Saint Martin,Books,Vision-oriented analyzing Local Area Network,244.17,5,0.0,1220.85,Bank Transfer,Refunded,2025-07-18 06:00:00,"Unit 8204 Box 4957, DPO AA 90278"
TRX-53130,bf4bdf63-7908-4e48-89dd-32e4fd020efe,,Saint Martin,Books,Robust asynchronous function,160.68,1,0.0,160.68,PayPal,Cancelled,2025-02-13 01:00:00,"7715 Crystal Place Apt. 366, Lake Richardfurt, CT 83256"
TRX-53131,bc97611a-2c1b-488a-837e-ec4601842368,ramirezmichael@example.net,Comoros,Home & Garden,Ameliorated scalable focus group,1030.79,2,0.0,2061.58,Credit Card,Refunded,2025-12-11 10:00:00,"1115 Johnson Center, Ryanville, RI 56992"
TRX-53132,2c20010b-a770-482d-bbe6-261e075fcbc8,kvasquez@example.net,Egypt,Sports,Proactive actuating parallelism,771.8,1,0.0,771.8,Credit Card,Cancelled,2025-11-15 15:00:00,"0585 Ashlee Pass, Andrewtown, ME 75063"
TRX-53133,0bd8b38b-d4f5-4b0b-96de-b5a8a7bc0cd6,ryan43@example.com,Malta,Clothing,Networked explicit encryption,913.41,4,499.88,3153.76,Bank Transfer,Cancelled,2025-12-22 12:00:00,"6118 Rodriguez Burgs Apt. 702, Danielberg, NM 83372"
TRX-53134,62c1fa73-401a-46bd-b0be-5ccab451d75b,carrollchloe@example.com,Samoa,Books,Synergistic 24/7 help-desk,1046.75,3,0.0,3140.25,Bank Transfer,Completed,2025-10-07 20:00:00,"31016 Mathis Point Apt. 764, Gravesport, MP 62155"
TRX-53135,00fbf88f-43c7-44a0-8375-f82f90a8e157,boothfrank@example.net,Moldova,Toys,Expanded reciprocal Graphical User Interface,1040.61,2,0.0,2081.22,Gift Card,Completed,2025-11-17 05:00:00,"058 Justin Run, Katherinemouth, TN 27330"
TRX-53136,1f00a906-3fde-4b9a-9e1a-f7359c9a8b4e,brandonmontgomery@example.net,Malawi,Home & Garden,Re-engineered client-driven initiative,1275.81,2,0.0,2551.62,Bank Transfer,Cancelled,2025-07-21 09:00:00,"7285 Anna Neck, Theresamouth, CO 46788"
TRX-53137,fe3199ea-ec41-4f02-933a-a78f3604bda4,johnsonwilliam@example.com,Albania,Electronics,Innovative multimedia neural-net,354.47,1,15.31,339.16,Bank Transfer,Completed,2025-02-22 00:00:00,"Unit 2158 Box 7213, DPO AE 49650"
TRX-53138,d75911a9-9175-4f89-9a6c-fe8280362491,yhernandez@example.org,Saint Pierre and Miquelon,Toys,Virtual global model,135.92,2,0.0,271.84,Bank Transfer,Refunded,2025-12-03 18:00:00,"1647 Michaela Land, Alejandrofort, UT 42286"
TRX-53139,297ec862-96bb-4746-92cc-d0d5d7d084fc,gardnerrichard@example.com,Ethiopia,Sports,Devolved scalable strategy,1255.2,4,396.64,4624.16,Credit Card,Refunded,2025-10-30 07:00:00,"64694 Brown Lights, West Patriciaview, OH 72348"
TRX-53140,3f0de3bb-f348-4517-b040-b9b1961c1cc4,robertcortez@example.org,Bolivia,Books,Function-based even-keeled task-force,1330.6,4,0.0,5322.4,Bank Transfer,Completed,2025-02-27 05:00:00,"18510 Harris Loop Apt. 317, East Carrieport, NH 28819"
TRX-53141,403cc7c2-d8d4-4d4f-9529-c3ca00b39eaa,vharrell@example.org,Bahamas,Toys,Horizontal intangible Graphic Interface,824.3,5,963.01,3158.49,Credit Card,Pending,2025-12-02 05:00:00,"964 Mary Summit Suite 301, Port Malloryside, WA 59018"
TRX-53142,f14093b0-c883-4f63-84cd-8bc69b714489,andreamays@example.org,Solomon Islands,,Future-proofed multimedia knowledge user,553.32,4,0.0,2213.28,Gift Card,Completed,2025-10-22 15:00:00,"6105 Cameron Islands Apt. 550, Brownside, OH 89239"
TRX-53143,02162838-d79d-40be-9d25-72621c1aa1fa,edwardhill@example.com,Samoa,Toys,Object-based context-sensitive access,630.68,3,0.0,1892.04,Bank Transfer,Pending,2025-09-09 15:00:00,"7333 James Ferry Suite 713, Carlsonmouth, KS 17519"
